,File Name,Duration,File Size,Bit Depth,Bit Rate,Channels,Sample Rate,Class Name,Class ID
94,Axecutting_1083.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
95,Axecutting_1084.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
96,Axecutting_1085.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
97,Axecutting_1086.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
98,Axecutting_1087.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
99,Axecutting_1088.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
100,Axecutting_1089.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
101,Axecutting_109.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
102,Axecutting_1090.wav,10.0,960078,16,768000,1,48000,Axecutting_Sounds,1
103,Axecutting_1091.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
104,Axecutting_1092.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
105,Axecutting_1093.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
106,Axecutting_1094.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
107,Axecutting_1095.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
108,Axecutting_1096.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
109,Axecutting_1097.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
110,Axecutting_1098.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
111,Axecutting_1099.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
112,Axecutting_11.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
113,Axecutting_110.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
114,Axecutting_1100.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
115,Axecutting_1101.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
116,Axecutting_1102.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
117,Axecutting_1103.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
118,Axecutting_1104.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
119,Axecutting_1105.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
120,Axecutting_1106.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
121,Axecutting_1107.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
122,Axecutting_1108.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
123,Axecutting_1109.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
124,Axecutting_111.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
125,Axecutting_1110.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
126,Axecutting_1111.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
127,Axecutting_1112.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
128,Axecutting_1113.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
129,Axecutting_1114.wav,10.0,320044,16,256000,1,16000,Axecutting_Sounds,1
130,Axecutting_1115.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
131,Axecutting_1116.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
132,Axecutting_1117.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
133,Axecutting_1118.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
134,Axecutting_1119.wav,10.0,960078,16,768000,1,48000,Axecutting_Sounds,1
135,Axecutting_112.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
136,Axecutting_1120.wav,8.9713125,1722570,16,1536000,2,48000,Axecutting_Sounds,1
137,Axecutting_1121.wav,9.619125,1846950,16,1536000,2,48000,Axecutting_Sounds,1
138,Axecutting_1122.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
139,Axecutting_1123.wav,10.0,960078,16,768000,1,48000,Axecutting_Sounds,1
140,Axecutting_1124.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
141,Axecutting_1125.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
142,Axecutting_1126.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
143,Axecutting_1127.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
144,Axecutting_1128.wav,10.0,960078,16,768000,1,48000,Axecutting_Sounds,1
145,Axecutting_1129.wav,9.984580498866213,1761358,16,1411200,2,44100,Axecutting_Sounds,1
146,Axecutting_113.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
147,Axecutting_1130.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
148,Axecutting_1131.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
149,Axecutting_1132.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
150,Axecutting_1133.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
151,Axecutting_1134.wav,9.741479166666666,935260,16,768000,1,48000,Axecutting_Sounds,1
152,Axecutting_1135.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
153,Axecutting_1136.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
154,Axecutting_1137.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
155,Axecutting_1138.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
156,Axecutting_1139.wav,10.0,960078,16,768000,1,48000,Axecutting_Sounds,1
157,Axecutting_114.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
158,Axecutting_1140.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
159,Axecutting_1141.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
160,Axecutting_1142.wav,9.514541666666666,913474,16,768000,1,48000,Axecutting_Sounds,1
161,Axecutting_1143.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
162,Axecutting_1144.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
163,Axecutting_1145.wav,10.0,960078,16,768000,1,48000,Axecutting_Sounds,1
164,Axecutting_1146.wav,9.7290625,934068,16,768000,1,48000,Axecutting_Sounds,1
165,Axecutting_1147.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
166,Axecutting_1148.wav,10.0,960078,16,768000,1,48000,Axecutting_Sounds,1
167,Axecutting_1149.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
168,Axecutting_115.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
169,Axecutting_1150.wav,9.132229166666667,1753466,16,1536000,2,48000,Axecutting_Sounds,1
170,Axecutting_1151.wav,10.0,960078,16,768000,1,48000,Axecutting_Sounds,1
171,Axecutting_1152.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
172,Axecutting_1153.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
173,Axecutting_1154.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
174,Axecutting_1155.wav,10.0,960078,16,768000,1,48000,Axecutting_Sounds,1
175,Axecutting_1156.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
176,Axecutting_1157.wav,10.0,960078,16,768000,1,48000,Axecutting_Sounds,1
177,Axecutting_1158.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
178,Axecutting_1159.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
179,Axecutting_116.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
180,Axecutting_1160.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
181,Axecutting_1161.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
182,Axecutting_1162.wav,9.513895833333333,1826746,16,1536000,2,48000,Axecutting_Sounds,1
183,Axecutting_1163.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
184,Axecutting_1164.wav,10.0,960078,16,768000,1,48000,Axecutting_Sounds,1
185,Axecutting_1165.wav,9.143104166666667,1755554,16,1536000,2,48000,Axecutting_Sounds,1
186,Axecutting_1166.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
187,Axecutting_1167.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
188,Axecutting_1168.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
189,Axecutting_1169.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
190,Axecutting_117.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
191,Axecutting_1170.wav,6.5248125,1252842,16,1536000,2,48000,Axecutting_Sounds,1
192,Axecutting_1171.wav,9.425645833333334,1809802,16,1536000,2,48000,Axecutting_Sounds,1
193,Axecutting_1172.wav,9.5881875,1841010,16,1536000,2,48000,Axecutting_Sounds,1
194,Axecutting_1173.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
195,Axecutting_1174.wav,6.9925,671358,16,768000,1,48000,Axecutting_Sounds,1
196,Axecutting_1175.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
197,Axecutting_1176.wav,9.704291666666666,1863302,16,1536000,2,48000,Axecutting_Sounds,1
198,Axecutting_1177.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
199,Axecutting_1178.wav,10.0,960078,16,768000,1,48000,Axecutting_Sounds,1
200,Axecutting_1179.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
201,Axecutting_118.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
202,Axecutting_1180.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
203,Axecutting_1181.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
204,Axecutting_1182.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
205,Axecutting_1183.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
206,Axecutting_1184.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
207,Axecutting_1185.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
208,Axecutting_1186.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
209,Axecutting_1187.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
210,Axecutting_1188.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
211,Axecutting_1189.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
212,Axecutting_119.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
213,Axecutting_1190.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
214,Axecutting_1191.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
215,Axecutting_1192.wav,10.0,960078,16,768000,1,48000,Axecutting_Sounds,1
216,Axecutting_1193.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
217,Axecutting_1194.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
218,Axecutting_1195.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
219,Axecutting_1196.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
220,Axecutting_1197.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
221,Axecutting_1198.wav,10.0,960078,16,768000,1,48000,Axecutting_Sounds,1
222,Axecutting_1199.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
223,Axecutting_12.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
224,Axecutting_120.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
225,Axecutting_1200.wav,10.0,1920078,16,1536000,2,48000,Axecutting_Sounds,1
226,Axecutting_121.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
227,Axecutting_122.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
228,Axecutting_123.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
229,Axecutting_124.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
230,Axecutting_125.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
231,Axecutting_126.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
232,Axecutting_127.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
233,Axecutting_128.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
234,Axecutting_129.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
235,Axecutting_13.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
236,Axecutting_130.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
237,Axecutting_131.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
238,Axecutting_132.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
239,Axecutting_133.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
240,Axecutting_134.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
241,Axecutting_135.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
242,Axecutting_136.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
243,Axecutting_137.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
244,Axecutting_138.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
245,Axecutting_139.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
246,Axecutting_14.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
247,Axecutting_140.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
248,Axecutting_141.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
249,Axecutting_142.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
250,Axecutting_143.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
251,Axecutting_144.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
252,Axecutting_145.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
253,Axecutting_146.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
254,Axecutting_147.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
255,Axecutting_148.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
256,Axecutting_149.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
257,Axecutting_15.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
258,Axecutting_150.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
259,Axecutting_151.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
260,Axecutting_152.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
261,Axecutting_153.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
262,Axecutting_154.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
263,Axecutting_155.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
264,Axecutting_156.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
265,Axecutting_157.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
266,Axecutting_158.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
267,Axecutting_159.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
268,Axecutting_16.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
269,Axecutting_160.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
270,Axecutting_161.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
271,Axecutting_162.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
272,Axecutting_163.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
273,Axecutting_164.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
274,Axecutting_165.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
275,Axecutting_166.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
276,Axecutting_167.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
277,Axecutting_168.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
278,Axecutting_169.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
279,Axecutting_17.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
280,Axecutting_170.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
281,Axecutting_171.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
282,Axecutting_172.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
283,Axecutting_173.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
284,Axecutting_174.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
285,Axecutting_175.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
286,Axecutting_176.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
287,Axecutting_177.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
288,Axecutting_178.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
289,Axecutting_179.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
290,Axecutting_18.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
291,Axecutting_180.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
292,Axecutting_181.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
293,Axecutting_182.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
294,Axecutting_183.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
295,Axecutting_184.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
296,Axecutting_185.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
297,Axecutting_186.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
298,Axecutting_187.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
299,Axecutting_188.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
300,Axecutting_189.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
301,Axecutting_19.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
302,Axecutting_190.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
303,Axecutting_191.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
304,Axecutting_192.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
305,Axecutting_193.wav,10.0,1764044,16,1411200,2,44100,Axecutting_Sounds,1
